151610,1573600
296650,1820600
55110,2227100
1970,2568100
267310,4115100
126840,1662600
118590,4032100
308190,3786800
203660,1479200
289170,1335400
283820,3660300
172090,1684000
53020,3594000
198740,2830200
37630,1309200
153050,2892400
88280,2220200
271300,2433900
244730,3732700
300210,2843700
257100,1993700
250630,1480100
74900,3311400
326690,3785600
279060,3881900
312100,3352000
226540,2565100
303600,3795600
88230,2746700
134900,2258600
205590,3879500
315100,3938800
82300,3587300
109590,4270300
204320,1821200
183720,2337500
181490,2066700
181760,3563900
10140,2807800
207270,3892000
141290,2916900
196730,1401500
20520,2726500
319720,2087500
19640,2269400
234610,3252400
87220,3220400
191440,2695200
153090,4010300
168870,1297300
55480,1249200
163480,3369700
131590,1175700
165690,2417300
198350,1452800
103260,1119600
236980,3999900
52110,3575000
144960,1441500
38580,2646100
171100,3731900
62170,3583200
167550,3536100
100160,4206400
226960,3690300
22700,3824400
293950,2861800
191740,1978700
203750,1297500
239600,1744200
75030,1151800
86380,4120100
315170,2385000
241840,2324600
182650,3804200
297070,1260700
225930,1315600
284390,1658100
285170,1568700
58770,2844500
325910,1814700
139220,3921800
267660,1032800
62370,2437300
33030,4019800
218160,2080600
317160,4045400
92400,4046600
115360,1065600
109440,3980200
286980,1788300
324090,2852300
110390,3808100
251040,1678800
10000,4098200
252330,1082300
63610,1638700
300420,1035900
67150,1351100
147330,2001800
9410,1378100
208250,4265800
14670,4006500
303560,2300400
307210,1853200
100380,3665100
164150,1967900
124060,3745400
49920,1474300
14740,1599300
29570,3670700
68160,1931800
3270,1409000
96780,1704200
76020,3441100
170610,1854300
281920,1511800
84330,3965900
24150,1602100
98950,1036800
145530,2993300
270190,4096800
296130,1665700
256540,1183700
114000,3712800
78300,2435700
210680,2464700
236760,3139500
187370,1058600
284370,3633900
249970,2273000
21150,3042100
178480,2054800
173120,3026300
165700,3720800
206310,4112300
143730,2488200
293240,2121800
215400,3221000
130560,1017200
165710,3088600
145300,1487100
27650,1543800
262660,3150300
60240,3193500
150740,4102100
18980,2718900
186740,2974600
277380,1321800
72420,2154000
304260,3787300
98950,2203200
99880,1645100
232500,4152800
286620,1353800
317000,2246500
244250,2346200
173360,3719000
189000,2083400
159250,3492400
10,4100000
231770,1189900
154210,1908300
216460,2039100
123020,3888800
219310,1996000
239930,4182700
219920,1121300
55100,2247500
327410,1140400
160130,4167400
138690,1767000
123680,4120500
20930,4126900
92710,2801800
234250,1927300
162500,2383500
111720,4167200
229180,1005000
92950,1245200
289380,4122700
124130,3016400
302860,1163700
213770,1302800
141120,3135100
44330,4012600
202570,2830200
50280,4262500
167400,1712100
311260,3601100
251400,3178400
25160,1862200
28510,2368900
75260,3576900
137390,2682200
282220,1991000
152810,1786700
300740,2279900
95040,2868300
158270,3361700
72660,3026000
209750,3752300
57950,3600300
273810,3253500
3570,3573900
157780,3549700
147550,2829500
13510,2760600
319840,1887800
106080,2295500
257000,1606200
228650,1821300
139290,3017100
210120,3343300
60870,1407100
142820,2335300
243320,1248900
81090,4012700
284930,1272200
198940,3885000
284610,1290400
215790,2044900
211990,3293000
280550,3041500
318080,1589500
6030,3474000
119570,3346800
1850,3588600
108720,3119700
165520,2695900
252690,4083400
303120,2683300
5560,1565300
141920,3904900
83750,1131800
251310,1406900
42220,2394200
145180,3542200
41040,1980500
130690,1314500
157010,2367200
278850,3765800
43730,3807100
207770,2524500
165000,1456100
322040,1900100
26270,3974800
258340,1318300
26340,1725800
322320,2100900
85760,3459500
150780,2279900
57690,3959600
54530,1987400
66340,2852200
130190,3233500
321950,1813600
172250,1380000
34390,1523400
190450,2994000
97950,2848100
289410,2242300
154610,3200800
156060,2809500
292660,2507100
291050,1507500
68980,2141500
178740,2266800
82440,3332700
225420,2487800
90810,1279300
44450,1850800
109290,3167000
123080,2436900
269050,4135300
15410,1393200
170660,4048200
163550,4252800
197220,4196200
178550,2622100
142650,2419200
212960,3116300
256080,1640200
10630,1108400
297290,3360500
159620,1604200
263980,3040700
145510,1456000
93090,3685900
189290,1344600
254450,3047000
73790,1974300
181840,3373400
95030,1513900
229280,3735900
213600,1442500
87830,1988800
255890,1162300
162900,3665200
27070,2325100
174900,2866900
192930,2112000
63080,1107600
156800,2561800
279360,1184100
190640,3061300
223110,3644300
303560,1772800
174100,1709200
128670,1757000
16830,1145900
119960,2046600
113470,1481700
120900,3763700
314690,2479700
81200,2619100
6990,3741300
273120,1700700
284900,2022400
226250,3365800
120660,1892200
115030,1160900
25970,1909100
93370,3000700
161830,3220400
275780,2786600
236630,1680600
283330,1224200
116230,1765500
298790,2032400
224520,1523100
265160,3315100
326450,3106000
301590,3836700
312840,3001600
192570,2058200
289380,4076000
121920,4153600
70830,3152900
187750,3326700
109660,2358500
83650,1186100
203910,1393000
41040,4201400
115850,1121500
95710,1127000
64470,1331900
244210,1632400
243790,3181200
19230,3289500
90610,3118000
7100,1523100
191720,2290200
39990,3625500
16630,3277500
167540,2262900
35920,3512000
144910,3398400
290500,2859500
232300,1786800
198100,1003300
91380,3625700
33520,1079100
325810,3773100
226040,1173600
178590,4166500
229160,2856900
41280,1932000
314710,1812800
28080,1036600
309030,2956200
129960,1172700
119140,3748700
257110,1819700
133140,2617400
160650,1035600
162070,3520300
266140,2956000
259940,3642700
145230,2583000
281640,4238200
147270,2831200
181830,2885600
276330,2688600
269840,4044100
172530,3511900
172350,4024900
268460,3915000
249680,2979000
45790,1551400
31960,3064400
58700,2940300
130790,4248400
61950,1630500
261440,3071900
221360,3154000
203330,1409500
70840,1574900
229510,1194900
226350,2716700
323900,1712000
95180,2685800
46010,1359700
132400,3956900
233870,2781900
23150,3658300
56950,1818600
132180,2877400
79020,2941400
250790,1127800
73650,2444700
228180,3769800
185430,3990300
6790,1872600
318520,3331500
258940,4147500
304350,1264400
155650,1226900
62410,3880500
318380,3962800
138560,1138600
234430,2955100
95720,1389400
55570,2747400
233080,4063600
187530,4067300
123160,1880300
256030,4085900
59380,3628300
68170,1502300
168300,4271100
37300,2449700
25880,2929500
167660,1882900
153320,2583700
56900,3918800
172230,3913300
159710,3679500
2590,3152800
115010,3356700
193960,4025400
214720,4171200
62900,2430800
298030,2222800
78230,1385300
172510,3465300
37960,3098100
63820,1638400
75080,3314900
152140,3284000
62180,3090400
192600,3344100
172690,1246300
174680,2752900
239910,3896900
83280,2062000
264560,3980100
95640,4274600
113410,1660000
122060,2916400
104530,3945800
110490,2424900
176710,2743100
206340,3518000
78120,1308000
152520,2403000
239840,1174500
47030,1848500
42080,3217100
260140,3820000
183730,1157500
60520,2206100
313760,2561600
120390,1994900
222160,3424500
291130,4266900
209350,1739400
141510,1583900
248250,1201700
310190,4263800
50970,2350300
139000,3908100
152480,2860400
47980,2945700
80070,4081300
148890,3638000
323880,3094100
56730,4099600
37890,2771200
81770,3600600
91900,1452200
259070,4012500
119160,1729000
31960,1397300
93070,1144700
38430,2440400
149510,2774400
107170,4019900
35800,2551600
168880,2158700
135610,4177700
52000,2318100
199500,2087300
114090,3374000
285860,2958600
169780,1500800
241080,2011700
23650,1325600
174080,1556200
72290,3671500
70090,2107300
83520,3196000
288170,2906900
193920,4239700
18170,1351200
112160,2537800
25220,2641600
285590,3247200
272900,1720000
134440,3310800
267860,4042200
281160,2812600
77720,4048100
213820,3518000
32750,3861200
191270,2028500
69170,3747900
322450,1296600
137810,2886900
25950,2559800
223820,2381100
309770,3490400
302280,3676800
146080,3475000
12010,3805300
150900,3798700
257070,2043800
