295360,6029800
286190,8327400
5790,8918400
38180,4195400
187220,9442200
117840,7153000
294740,8729600
136330,4155600
163520,6204000
8810,9978400
12660,4509200
167210,4139800
92850,7191000
159050,4411600
100380,9355400
289970,5361200
41580,8969600
284430,4947400
166720,10452400
57140,4525200
267050,7499600
183910,8682200
83780,10404800
241890,8946200
102770,9014000
218550,6308600
276160,5161800
122420,4826800
217640,9629400
61920,10360400
221560,4484200
58400,9262800
272690,4303200
310510,6234800
10100,4799600
138000,9543000
214960,10438400
183590,9975000
314480,5956000
218380,5791400
20830,6185000
205010,9939800
167340,10548600
10650,5146000
281230,5451400
47640,7502200
96780,6121000
110580,4836000
121210,5868200
153540,6626200
133390,9830800
80780,4413600
285780,9287400
319430,9451800
34500,8202600
34480,5106600
319380,8789800
24640,7181000
239250,4706000
216350,7856000
107870,9280000
40230,8093200
42370,7016200
246460,7271600
244230,5446400
294890,4998800
36180,4959800
70620,10439400
312370,5247400
266880,4383800
272500,10027200
74520,9284200
213180,5983200
95580,6495000
134460,10238600
317550,8846800
248250,4602000
119320,9812400
180920,4762000
126520,5949400
110420,5874600
147410,6932000
141730,8360800
140890,6528400
280410,5601800
145610,8504800
53780,8402600
161770,9339200
319290,9147000
64030,6521600
241600,5078000
40740,7243600
84000,7201200
125120,9298400
198160,9033000
34710,10171600
17700,7642600
127500,7188600
72490,9368000
285850,4504400
20810,6075600
250460,5491800
323910,5691000
13870,10310600
14220,5558000
113930,9116600
131800,7093400
90330,8316200
314730,8309000
153050,7704200
139420,7755400
166110,7142600
42220,9872200
316560,6294200
234330,9494800
139930,9103000
50840,5254400
2060,4941600
147270,4318800
34930,7230000
93840,6977200
89650,8513000
303530,7599600
113780,9811600
67750,9336600
148110,8143600
126920,10284400
36630,7382800
280150,4510200
283850,7736200
300250,5922200
114280,4468400
158830,6326800
70500,10122000
132280,6108600
139920,8522600
254290,8591400
124100,8602800
81870,8757600
193040,6992600
177030,4269400
29130,10079200
10,5315200
145420,9603200
91270,6032000
139290,5277000
197710,9071400
87270,4577200
42240,7155400
7280,7490400
263200,6944200
72970,7796200
49100,7941400
92270,6619600
107270,9706200
280610,9686200
298780,10194800
260590,9975800
47820,5566600
251270,6781800
179930,5257800
202940,4999200
316460,9804200
78820,4620400
120300,5722200
205550,5116400
233320,9570400
245630,9648400
147920,4204400
85720,9103800
295530,4773000
211820,9332600
20710,6894600
237740,5370600
223070,7226800
207630,5506400
224230,5657800
125290,8260200
45430,8082200
244040,7314600
290220,6438200
221560,7917200
72750,6790200
150610,8413400
149740,8726600
148190,6351800
274990,4646600
56550,9914000
177070,9885800
36560,5449200
127950,8883800
147780,4490000
327080,9461400
237520,4896600
149510,7077600
210570,6241000
275790,6089000
307920,4417200
243960,6617000
241540,5320400
39500,5241000
183620,10289800
94380,8803400
282520,9429000
206780,10381600
16230,4141200
235590,7280400
31560,8699800
109410,9381600
279830,9178400
95280,7254400
43300,4867800
267170,4470800
64260,7669000
154390,10116000
249480,7877800
40170,6108400
180710,6691000
17910,6711000
78330,8493800
126950,5891200
231750,4697200
258580,9266400
269850,4806400
204720,8440000
299240,10000200
57040,4297200
15720,10484200
38400,5599600
179990,7855800
58100,6035800
59010,5965400
207210,8794400
232830,8502400
47590,10223200
122130,7490800
78040,4524200
209400,4179000
289530,7031400
49270,7331400
45900,4416600
138900,6058800
35700,7092600
99480,5482000
234610,9589400
266900,9854400
53580,10518200
63310,9215800
237950,9922800
158230,9710800
279620,9607200
132400,4599800
306570,4282400
38940,9368400
165690,5764200
107320,8231800
109040,8924400
314540,6894800
73170,5726800
218850,10155800
38130,7161400
272830,5834200
156300,4169200
24820,5331400
304610,7661000
24430,9131000
135730,7136600
286540,6292600
170950,10509600
55370,4179200
86010,7253800
220560,7901200
81240,8148400
12120,7088200
293760,8619400
134520,4084200
61360,5593400
95920,8353200
88140,6414800
284230,5301400
303790,10173200
321620,6236800
137810,9609800
226470,10175200
278290,9637000
317730,4732600
116860,8212200
231690,7962000
90350,8876200
24840,5128600
147110,7187200
60640,8169400
239040,7131200
98460,10543600
277300,5100200
64570,9068200
36000,5170200
37570,7476200
11320,9281000
154900,9792400
218220,6899000
326250,4148000
27880,8605200
205510,6364600
146390,8607000
174660,9870000
62030,8706000
174300,10021400
64180,9455200
300570,4276000
90,4749200
267210,4721800
95980,10095600
209910,6146000
241150,4742600
69240,6633800
182080,5356200
139100,8199200
298070,4338600
510,6335800
247280,7503400
82610,10186200
82790,9138200
282710,6939400
201990,9112000
160770,8041800
293070,6006000
238180,5227400
77400,6408200
168670,10371200
157540,8758400
122570,4238800
305730,9233400
221900,9522600
278600,8448200
65240,7964000
69900,6957000
179840,7053800
77090,6697400
299660,9581600
62790,6655000
153490,4563600
233050,5280000
89550,10209200
184410,9164600
301340,4285600
168470,5924600
26220,6930400
30230,8962600
94970,10176600
142860,7204200
179360,8255400
308070,4630400
37780,5149600
166390,4195400
8880,8583600
142520,7247600
257370,4958000
226380,4384800
30680,5662200
277470,4086800
97390,6365200
100570,6472400
264790,6616000
44070,4641600
111960,7738600
192300,9826400
72020,7453800
322840,6196200
230170,7231000
119580,8781000
63050,9242000
73750,10408400
310000,10002600
11990,4260000
55570,9789200
17340,7059200
80050,6358400
276580,4343200
248720,10413000
49240,4660000
179910,8830800
324320,9038600
86550,10389600
34060,10334400
153350,7072800
228100,8328200
88070,10037000
209150,5407800
274310,8422800
83400,4044000
182930,6014800
155160,9259600
218660,6081400
280140,6794200
97040,4034000
172710,9539000
243250,7387200
201210,4042400
161160,8705400
318850,10290400
61240,8385400
203250,6986200
193440,5694400
219700,6801400
305870,10062000
142270,7222400
76170,9948800
96420,9896600
73830,4977600
106860,7417400
50580,9591600
120150,9876600
121260,10427200
295960,9648400
228950,9742600
269260,9803800
178720,6896600
111820,4889600
229560,4077000
184560,8155000
306950,10536600
41190,5108800
296590,6752200
22600,4854800
186490,6589200
213620,8741400
81360,4121800
203230,8052400
327450,7430200
157370,8574400
130960,5979000
191240,10193600
243790,10061200
26480,6913400
306910,8220800
25740,9723800
210200,5338600
13950,7582200
204540,4731000
221860,5267000
166020,6156000
300420,8947600
113890,7519400
122330,6273200
19800,9594000
14700,7015200
50970,8118800
132760,9895200
181330,7185000
112750,7211200
42610,6769800
119070,9056200
205420,6660600
104250,5645600
169580,10522200
145630,4158400
106230,6367600
255310,8402400
294350,4999200
6100,10283200
1980,4416000
137240,5059000
226750,9400200
20040,5608000
101580,6655800
240960,6883800
271290,4647200
69330,6980600
165390,7471600
231320,4145800
172010,4985400
15220,9564800
167650,9410600
170680,6686600
320490,7535600
120810,10449400
197580,9161000
47740,5933000
200380,5355600
177050,10039200
200580,5806800
118480,6883800
122700,7756200
293220,9761800
33710,7937200
295380,8114400
246140,10212000
156280,5722200
253450,10539200
220440,8925200
176060,4271400
241050,4919200
271630,9776000
142620,6886600
28900,10393400
118620,8589600
82330,8742000
45990,8100600
97230,4230800
165440,6618800
208400,6663000
8980,6537200
116070,7305200
212980,4837000
164540,6114800
288110,4258400
119320,8029800
58880,5265400
162610,8030000
207600,7830200
193500,10524400
93320,9516600
235640,6786200
153190,4103800
150850,10372600
136130,4631600
124100,6902200
158440,8803600
310370,4874800
282030,6944600
149490,8849200
160150,9376200
116270,8380800
4400,9577600
92860,8240000
142720,9727200
210550,8720800
234520,6370200
47670,5200600
123710,7970600
50980,9196800
230110,7501800
77280,5217400
87590,5199400
104620,4838800
207210,9082200
284400,4793600
195240,5460000
258720,7992800
24200,4478200
83960,7338400
310270,9890200
75280,8342200
85350,6459200
277140,8181200
321490,4009000
141220,8478400
175540,8370000
284790,9262600
278480,5234600
305070,7160200
315840,9235800
197690,7668000
7110,6574800
55360,4626400
152650,6786600
198240,6704800
106160,9470600
24680,7830200
68810,10036400
72890,5252400
302270,8282400
286540,7002600
104940,8873000
85580,5114800
305390,5259400
213750,9871000
324770,5675400
149280,4084000
